"subid","site","state","utterance","judgment"
"13","US","1","terrible",1
"13","US","3","bad",0
"13","US","3","terrible",0
"13","US","3","amazing",0
"13","US","5","good",1
"13","US","4","okay",1
"13","US","5","bad",0
"13","US","4","amazing",1
"13","US","2","okay",0
"13","US","1","amazing",0
"13","US","5","okay",0
"13","US","2","bad",1
"13","US","5","amazing",1
"13","US","1","good",0
"13","US","5","terrible",0
"13","US","4","good",1
"13","US","2","amazing",0
"13","US","1","bad",1
"13","US","4","terrible",0
"13","US","3","good",1
"13","US","3","okay",1
"13","US","1","okay",0
"13","US","4","bad",0
"13","US","2","good",0
"13","US","2","terrible",1
"16","US","1","good",0
"16","US","3","terrible",0
"16","US","2","good",0
"16","US","3","good",0
"16","US","4","amazing",1
"16","US","4","terrible",0
"16","US","4","okay",1
"16","US","1","bad",1
"16","US","5","amazing",1
"16","US","5","good",1
"16","US","1","okay",0
"16","US","2","okay",0
"16","US","5","bad",0
"16","US","1","amazing",0
"16","US","3","okay",1
"16","US","2","terrible",1
"16","US","4","bad",0
"16","US","3","amazing",0
"16","US","4","good",1
"16","US","2","bad",1
"16","US","5","okay",1
"16","US","1","terrible",1
"16","US","2","amazing",0
"16","US","5","terrible",0
"16","US","3","bad",0
"18","US","3","bad",0
"18","US","1","terrible",1
"18","US","3","okay",1
"18","US","5","amazing",1
"18","US","3","good",1
"18","US","2","amazing",0
"18","US","2","bad",1
"18","US","4","amazing",1
"18","US","5","okay",1
"18","US","4","terrible",0
"18","US","5","bad",0
"18","US","3","terrible",0
"18","US","1","amazing",0
"18","US","2","okay",0
"18","US","3","amazing",0
"18","US","1","good",0
"18","US","5","terrible",0
"18","US","5","good",1
"18","US","2","good",0
"18","US","1","okay",0
"18","US","1","bad",1
"18","US","4","okay",1
"18","US","4","bad",0
"18","US","2","terrible",1
"18","US","4","good",1
"20","US","4","good",1
"20","US","4","terrible",0
"20","US","5","bad",0
"20","US","5","okay",0
"20","US","3","amazing",0
"20","US","1","good",0
"20","US","5","amazing",1
"20","US","2","amazing",0
"20","US","2","okay",0
"20","US","5","terrible",0
"20","US","2","bad",1
"20","US","2","terrible",0
"20","US","1","bad",0
"20","US","2","good",0
"20","US","3","okay",1
"20","US","1","terrible",1
"20","US","3","bad",0
"20","US","3","good",1
"20","US","1","okay",0
"20","US","5","good",0
"20","US","1","amazing",0
"20","US","4","amazing",1
"20","US","4","okay",1
"20","US","3","terrible",0
"20","US","4","bad",0
"21","US","4","good",1
"21","US","4","amazing",0
"21","US","5","terrible",0
"21","US","2","good",0
"21","US","5","bad",0
"21","US","1","amazing",0
"21","US","2","bad",1
"21","US","1","okay",0
"21","US","3","okay",1
"21","US","4","bad",0
"21","US","3","amazing",0
"21","US","2","amazing",0
"21","US","1","terrible",1
"21","US","5","okay",0
"21","US","4","okay",0
"21","US","1","bad",1
"21","US","5","amazing",1
"21","US","2","terrible",1
"21","US","1","good",0
"21","US","2","okay",0
"21","US","4","terrible",0
"21","US","5","good",1
"21","US","3","terrible",0
"21","US","3","bad",0
"21","US","3","good",0
"23","US","2","amazing",0
"23","US","5","okay",0
"23","US","4","terrible",0
"23","US","4","okay",0
"23","US","1","bad",1
"23","US","2","terrible",1
"23","US","4","bad",0
"23","US","4","amazing",1
"23","US","5","good",1
"23","US","5","bad",0
"23","US","3","amazing",0
"23","US","5","terrible",0
"23","US","1","okay",0
"23","US","5","amazing",1
"23","US","3","terrible",0
"23","US","2","good",0
"23","US","4","good",1
"23","US","2","okay",0
"23","US","1","terrible",1
"23","US","1","good",0
"23","US","3","okay",1
"23","US","3","bad",0
"23","US","2","bad",1
"23","US","3","good",0
"23","US","1","amazing",0
"26","US","5","okay",0
"26","US","2","amazing",0
"26","US","2","terrible",1
"26","US","5","terrible",0
"26","US","4","okay",0
"26","US","3","good",1
"26","US","2","good",0
"26","US","4","amazing",1
"26","US","1","okay",0
"26","US","1","amazing",0
"26","US","1","terrible",1
"26","US","3","amazing",0
"26","US","5","good",1
"26","US","4","good",1
"26","US","3","terrible",0
"26","US","1","bad",1
"26","US","4","terrible",0
"26","US","2","bad",1
"26","US","3","okay",1
"26","US","1","good",0
"26","US","3","bad",0
"26","US","2","okay",0
"26","US","5","amazing",1
"26","US","4","bad",0
"26","US","5","bad",0
"27","US","4","terrible",0
"27","US","3","terrible",0
"27","US","3","amazing",0
"27","US","4","amazing",1
"27","US","1","bad",1
"27","US","5","terrible",0
"27","US","5","bad",0
"27","US","5","good",1
"27","US","4","bad",0
"27","US","2","good",0
"27","US","5","amazing",1
"27","US","2","amazing",0
"27","US","1","good",0
"27","US","3","good",0
"27","US","1","amazing",0
"27","US","4","good",1
"27","US","4","okay",1
"27","US","2","terrible",0
"27","US","2","okay",0
"27","US","2","bad",1
"27","US","3","bad",0
"27","US","1","okay",0
"27","US","3","okay",1
"27","US","5","okay",0
"27","US","1","terrible",1
"30","US","2","bad",1
"30","US","2","amazing",0
"30","US","4","okay",1
"30","US","1","amazing",0
"30","US","1","bad",1
"30","US","3","amazing",0
"30","US","5","terrible",0
"30","US","5","bad",0
"30","US","3","bad",0
"30","US","4","bad",0
"30","US","5","amazing",1
"30","US","2","good",0
"30","US","4","amazing",0
"30","US","1","good",0
"30","US","1","terrible",1
"30","US","3","terrible",0
"30","US","2","terrible",0
"30","US","3","okay",1
"30","US","2","okay",0
"30","US","5","good",1
"30","US","4","good",1
"30","US","3","good",1
"30","US","5","okay",0
"30","US","1","okay",0
"30","US","4","terrible",0
"32","US","1","terrible",0
"32","US","2","amazing",0
"32","US","4","amazing",1
"32","US","2","terrible",0
"32","US","2","bad",0
"32","US","4","bad",0
"32","US","3","amazing",1
"32","US","4","good",0
"32","US","2","good",1
"32","US","5","amazing",1
"32","US","5","good",1
"32","US","1","good",0
"32","US","1","bad",1
"32","US","1","amazing",0
"32","US","5","bad",0
"32","US","3","okay",1
"32","US","3","terrible",0
"32","US","1","okay",0
"32","US","4","terrible",0
"32","US","2","okay",1
"32","US","4","okay",1
"32","US","5","okay",1
"32","US","3","bad",0
"32","US","3","good",1
"32","US","5","terrible",0
"33","US","2","good",0
"33","US","3","terrible",0
"33","US","4","good",1
"33","US","2","bad",1
"33","US","2","terrible",1
"33","US","2","okay",1
"33","US","3","good",0
"33","US","5","bad",0
"33","US","3","amazing",0
"33","US","1","amazing",0
"33","US","5","terrible",0
"33","US","1","terrible",1
"33","US","4","terrible",0
"33","US","5","amazing",1
"33","US","4","bad",0
"33","US","5","good",1
"33","US","3","bad",0
"33","US","4","okay",1
"33","US","4","amazing",1
"33","US","1","good",0
"33","US","2","amazing",0
"33","US","3","okay",1
"33","US","5","okay",1
"33","US","1","okay",0
"33","US","1","bad",1
"34","US","4","good",1
"34","US","1","amazing",0
"34","US","2","terrible",0
"34","US","5","good",1
"34","US","1","good",0
"34","US","5","terrible",0
"34","US","3","bad",0
"34","US","1","bad",1
"34","US","5","bad",0
"34","US","4","amazing",0
"34","US","5","amazing",1
"34","US","2","good",0
"34","US","2","okay",1
"34","US","3","good",1
"34","US","5","okay",0
"34","US","1","terrible",1
"34","US","2","amazing",0
"34","US","3","okay",1
"34","US","4","terrible",0
"34","US","4","bad",0
"34","US","1","okay",0
"34","US","3","amazing",0
"34","US","3","terrible",0
"34","US","4","okay",0
"34","US","2","bad",1
"37","US","5","good",1
"37","US","4","amazing",1
"37","US","4","good",1
"37","US","5","amazing",1
"37","US","3","bad",0
"37","US","2","okay",0
"37","US","3","amazing",0
"37","US","2","good",0
"37","US","3","good",0
"37","US","3","terrible",0
"37","US","5","terrible",0
"37","US","1","terrible",1
"37","US","1","amazing",0
"37","US","3","okay",1
"37","US","1","good",0
"37","US","1","bad",1
"37","US","5","bad",0
"37","US","1","okay",0
"37","US","4","bad",0
"37","US","2","bad",1
"37","US","2","amazing",0
"37","US","2","terrible",1
"37","US","4","terrible",0
"37","US","5","okay",0
"37","US","4","okay",0
"38","US","4","bad",0
"38","US","5","terrible",0
"38","US","1","bad",1
"38","US","5","amazing",1
"38","US","1","amazing",0
"38","US","1","okay",0
"38","US","2","amazing",0
"38","US","2","good",0
"38","US","5","bad",0
"38","US","3","amazing",0
"38","US","5","okay",1
"38","US","3","good",1
"38","US","3","okay",1
"38","US","4","good",1
"38","US","3","terrible",0
"38","US","2","terrible",0
"38","US","4","amazing",0
"38","US","4","terrible",0
"38","US","2","okay",0
"38","US","3","bad",0
"38","US","1","terrible",1
"38","US","4","okay",1
"38","US","1","good",0
"38","US","2","bad",1
"38","US","5","good",1
"41","US","4","good",1
"41","US","4","okay",1
"41","US","5","amazing",1
"41","US","1","okay",0
"41","US","1","good",0
"41","US","3","terrible",0
"41","US","2","amazing",0
"41","US","2","good",0
"41","US","4","terrible",0
"41","US","5","terrible",0
"41","US","2","okay",0
"41","US","3","good",0
"41","US","3","amazing",0
"41","US","4","amazing",1
"41","US","1","bad",1
"41","US","1","terrible",1
"41","US","3","okay",1
"41","US","4","bad",0
"41","US","5","good",1
"41","US","2","terrible",0
"41","US","5","okay",0
"41","US","5","bad",0
"41","US","3","bad",0
"41","US","2","bad",1
"41","US","1","amazing",0
"43","US","3","good",1
"43","US","5","amazing",1
"43","US","4","amazing",1
"43","US","4","bad",0
"43","US","3","amazing",0
"43","US","2","okay",1
"43","US","2","good",0
"43","US","4","good",1
"43","US","1","okay",0
"43","US","3","terrible",0
"43","US","2","amazing",0
"43","US","4","terrible",0
"43","US","5","okay",0
"43","US","1","amazing",0
"43","US","1","terrible",1
"43","US","2","terrible",0
"43","US","3","okay",1
"43","US","5","good",0
"43","US","1","good",0
"43","US","5","bad",0
"43","US","5","terrible",0
"43","US","1","bad",1
"43","US","3","bad",0
"43","US","2","bad",0
"43","US","4","okay",0
"44","US","5","bad",0
"44","US","4","okay",1
"44","US","3","amazing",0
"44","US","4","bad",0
"44","US","1","bad",1
"44","US","2","okay",0
"44","US","3","okay",1
"44","US","1","terrible",1
"44","US","2","terrible",0
"44","US","2","amazing",0
"44","US","5","terrible",0
"44","US","2","good",0
"44","US","3","good",0
"44","US","4","amazing",0
"44","US","4","terrible",0
"44","US","1","okay",0
"44","US","2","bad",1
"44","US","5","amazing",1
"44","US","5","okay",0
"44","US","4","good",1
"44","US","5","good",1
"44","US","1","good",0
"44","US","3","terrible",0
"44","US","3","bad",0
"44","US","1","amazing",0
"45","US","1","bad",1
"45","US","1","terrible",1
"45","US","2","okay",0
"45","US","1","amazing",0
"45","US","5","bad",0
"45","US","3","okay",1
"45","US","3","good",0
"45","US","3","amazing",0
"45","US","1","good",0
"45","US","4","bad",0
"45","US","5","okay",0
"45","US","2","amazing",0
"45","US","1","okay",0
"45","US","4","good",1
"45","US","5","amazing",1
"45","US","5","terrible",0
"45","US","2","bad",1
"45","US","3","terrible",0
"45","US","2","good",0
"45","US","4","okay",0
"45","US","5","good",1
"45","US","3","bad",0
"45","US","4","amazing",0
"45","US","4","terrible",0
"45","US","2","terrible",1
"45","US","3","terrible",0
"45","US","4","amazing",1
"45","US","3","amazing",0
"45","US","1","amazing",0
"45","US","2","bad",1
"45","US","5","good",1
"45","US","1","okay",0
"45","US","3","okay",1
"45","US","2","terrible",1
"45","US","5","terrible",0
"45","US","5","okay",1
"45","US","2","amazing",0
"45","US","1","good",0
"45","US","3","bad",0
"45","US","5","bad",0
"45","US","4","terrible",0
"45","US","4","good",1
"45","US","1","bad",0
"45","US","4","bad",0
"45","US","3","good",1
"45","US","1","terrible",1
"45","US","2","good",0
"45","US","5","amazing",1
"45","US","2","okay",1
"45","US","4","okay",1
"46","US","5","good",1
"46","US","2","good",0
"46","US","2","bad",1
"46","US","4","amazing",1
"46","US","3","amazing",0
"46","US","3","bad",0
"46","US","3","okay",1
"46","US","2","terrible",1
"46","US","5","amazing",1
"46","US","2","okay",0
"46","US","1","amazing",0
"46","US","1","bad",1
"46","US","1","good",0
"46","US","2","amazing",0
"46","US","3","good",1
"46","US","5","bad",0
"46","US","4","okay",0
"46","US","5","terrible",0
"46","US","1","okay",0
"46","US","5","okay",0
"46","US","3","terrible",0
"46","US","4","terrible",0
"46","US","4","bad",0
"46","US","1","terrible",1
"46","US","4","good",1
"47","US","1","bad",0
"47","US","5","terrible",0
"47","US","4","okay",1
"47","US","1","good",0
"47","US","3","okay",1
"47","US","3","terrible",0
"47","US","2","good",0
"47","US","2","okay",0
"47","US","5","amazing",1
"47","US","1","amazing",0
"47","US","2","terrible",0
"47","US","3","bad",0
"47","US","1","terrible",1
"47","US","4","amazing",1
"47","US","4","bad",0
"47","US","2","amazing",0
"47","US","4","terrible",0
"47","US","1","okay",0
"47","US","2","bad",1
"47","US","5","good",1
"47","US","4","good",1
"47","US","5","bad",0
"47","US","3","amazing",0
"47","US","5","okay",1
"47","US","3","good",1
"49","US","3","good",1
"49","US","2","amazing",0
"49","US","5","bad",0
"49","US","4","okay",0
"49","US","1","okay",0
"49","US","5","terrible",0
"49","US","1","good",0
"49","US","2","good",0
"49","US","4","good",1
"49","US","1","bad",1
"49","US","1","amazing",0
"49","US","4","terrible",0
"49","US","5","okay",0
"49","US","1","terrible",1
"49","US","5","good",1
"49","US","4","amazing",0
"49","US","2","bad",1
"49","US","3","bad",0
"49","US","2","okay",1
"49","US","4","bad",0
"49","US","3","amazing",0
"49","US","3","terrible",0
"49","US","5","amazing",1
"49","US","2","terrible",0
"49","US","3","okay",1
"50","US","4","good",1
"50","US","4","bad",0
"50","US","2","okay",0
"50","US","4","amazing",1
"50","US","1","bad",1
"50","US","5","terrible",0
"50","US","5","okay",0
"50","US","4","terrible",0
"50","US","3","terrible",0
"50","US","1","terrible",1
"50","US","2","good",0
"50","US","3","good",1
"50","US","5","amazing",1
"50","US","2","bad",1
"50","US","1","okay",0
"50","US","3","amazing",0
"50","US","1","amazing",0
"50","US","1","good",0
"50","US","3","bad",0
"50","US","2","terrible",0
"50","US","3","okay",1
"50","US","2","amazing",0
"50","US","5","bad",0
"50","US","5","good",1
"50","US","4","okay",0
"53","US","4","okay",1
"53","US","1","terrible",1
"53","US","4","good",1
"53","US","3","bad",0
"53","US","1","bad",1
"53","US","1","good",0
"53","US","5","okay",1
"53","US","4","bad",0
"53","US","5","bad",0
"53","US","4","terrible",0
"53","US","2","good",0
"53","US","5","amazing",1
"53","US","2","okay",1
"53","US","2","bad",0
"53","US","1","okay",0
"53","US","5","terrible",0
"53","US","3","amazing",0
"53","US","5","good",1
"53","US","3","okay",1
"53","US","3","good",1
"53","US","2","terrible",0
"53","US","3","terrible",0
"53","US","2","amazing",0
"53","US","1","amazing",0
"53","US","4","amazing",0
"54","US","3","amazing",0
"54","US","2","okay",0
"54","US","3","terrible",0
"54","US","1","amazing",0
"54","US","5","terrible",0
"54","US","4","good",1
"54","US","2","good",0
"54","US","5","good",1
"54","US","2","terrible",0
"54","US","5","amazing",1
"54","US","1","bad",1
"54","US","1","good",0
"54","US","1","terrible",1
"54","US","2","bad",1
"54","US","4","terrible",0
"54","US","3","okay",1
"54","US","4","bad",0
"54","US","5","okay",1
"54","US","1","okay",0
"54","US","3","bad",0
"54","US","3","good",1
"54","US","2","amazing",0
"54","US","5","bad",0
"54","US","4","okay",1
"54","US","4","amazing",0
"55","US","4","terrible",0
"55","US","2","okay",1
"55","US","4","amazing",0
"55","US","5","okay",0
"55","US","1","bad",1
"55","US","4","bad",0
"55","US","4","okay",0
"55","US","2","amazing",0
"55","US","2","good",0
"55","US","2","bad",1
"55","US","5","terrible",0
"55","US","3","terrible",0
"55","US","5","bad",0
"55","US","5","amazing",1
"55","US","3","good",0
"55","US","1","amazing",0
"55","US","4","good",1
"55","US","5","good",1
"55","US","2","terrible",0
"55","US","3","bad",0
"55","US","1","okay",0
"55","US","1","terrible",1
"55","US","1","good",0
"55","US","3","amazing",0
"55","US","3","okay",1
"58","US","1","terrible",0
"58","US","1","okay",0
"58","US","3","terrible",1
"58","US","2","amazing",0
"58","US","3","bad",1
"58","US","5","amazing",1
"58","US","4","okay",0
"58","US","2","bad",0
"58","US","1","good",1
"58","US","4","good",1
"58","US","5","okay",0
"58","US","1","bad",1
"58","US","5","terrible",1
"58","US","3","good",0
"58","US","2","good",1
"58","US","3","amazing",1
"58","US","1","amazing",1
"58","US","2","okay",0
"58","US","3","okay",1
"58","US","4","bad",1
"58","US","4","terrible",0
"58","US","5","good",1
"58","US","2","terrible",0
"58","US","5","bad",1
"58","US","4","amazing",1
"67","US","1","bad",1
"67","US","2","bad",1
"67","US","1","amazing",0
"67","US","2","terrible",0
"67","US","1","okay",0
"67","US","2","amazing",0
"67","US","5","terrible",0
"67","US","1","good",0
"67","US","3","bad",0
"67","US","5","amazing",1
"67","US","5","okay",1
"67","US","4","amazing",1
"67","US","3","amazing",0
"67","US","4","bad",0
"67","US","4","terrible",0
"67","US","3","terrible",0
"67","US","4","good",1
"67","US","5","bad",0
"67","US","5","good",1
"67","US","2","good",0
"67","US","2","okay",0
"67","US","1","terrible",1
"67","US","3","okay",1
"67","US","3","good",1
"67","US","4","okay",1
"70","US","2","okay",0
"70","US","1","amazing",0
"70","US","4","good",1
"70","US","3","good",0
"70","US","3","amazing",0
"70","US","5","terrible",0
"70","US","4","okay",1
"70","US","5","bad",0
"70","US","2","amazing",0
"70","US","5","okay",1
"70","US","2","bad",1
"70","US","2","good",0
"70","US","4","bad",1
"70","US","3","okay",1
"70","US","2","terrible",0
"70","US","3","terrible",0
"70","US","1","terrible",1
"70","US","4","amazing",1
"70","US","3","bad",0
"70","US","1","bad",0
"70","US","5","amazing",1
"70","US","5","good",1
"70","US","1","okay",0
"70","US","4","terrible",0
"70","US","1","good",0
"71","US","1","good",0
"71","US","3","okay",1
"71","US","5","amazing",1
"71","US","1","amazing",0
"71","US","1","terrible",1
"71","US","5","bad",0
"71","US","4","okay",1
"71","US","1","bad",1
"71","US","3","terrible",0
"71","US","5","good",1
"71","US","4","good",1
"71","US","2","amazing",0
"71","US","2","bad",1
"71","US","2","terrible",0
"71","US","2","okay",0
"71","US","4","terrible",0
"71","US","1","okay",0
"71","US","5","terrible",0
"71","US","3","amazing",0
"71","US","2","good",0
"71","US","5","okay",0
"71","US","4","bad",0
"71","US","3","bad",0
"71","US","3","good",0
"71","US","4","amazing",0
"8","India","4","good",1
"8","India","3","terrible",1
"8","India","4","terrible",1
"8","India","3","amazing",1
"8","India","5","terrible",1
"8","India","3","okay",1
"8","India","2","bad",1
"8","India","1","good",0
"8","India","1","okay",0
"8","India","3","bad",0
"8","India","2","good",0
"8","India","5","bad",0
"8","India","1","amazing",0
"8","India","2","amazing",0
"8","India","5","amazing",1
"8","India","4","bad",0
"8","India","2","terrible",0
"8","India","5","okay",1
"8","India","1","terrible",0
"8","India","1","bad",1
"8","India","5","good",1
"8","India","4","okay",1
"8","India","4","amazing",1
"8","India","2","okay",0
"8","India","3","good",1
"9","India","4","terrible",0
"9","India","4","bad",0
"9","India","5","good",1
"9","India","1","bad",1
"9","India","3","terrible",0
"9","India","1","okay",0
"9","India","3","bad",0
"9","India","2","okay",0
"9","India","4","amazing",0
"9","India","3","okay",1
"9","India","3","good",1
"9","India","2","good",0
"9","India","5","okay",0
"9","India","4","okay",1
"9","India","2","terrible",1
"9","India","2","amazing",0
"9","India","4","good",1
"9","India","5","bad",0
"9","India","5","amazing",1
"9","India","1","amazing",0
"9","India","3","amazing",0
"9","India","2","bad",1
"9","India","1","good",0
"9","India","5","terrible",0
"9","India","1","terrible",1
"10","India","3","good",1
"10","India","4","amazing",1
"10","India","4","good",1
"10","India","3","okay",1
"10","India","1","bad",1
"10","India","1","good",0
"10","India","3","bad",0
"10","India","2","amazing",0
"10","India","4","bad",0
"10","India","1","amazing",0
"10","India","5","bad",0
"10","India","5","good",1
"10","India","4","okay",1
"10","India","5","terrible",0
"10","India","2","terrible",1
"10","India","2","good",0
"10","India","3","terrible",0
"10","India","2","okay",0
"10","India","5","okay",1
"10","India","5","amazing",1
"10","India","2","bad",1
"10","India","4","terrible",0
"10","India","1","okay",0
"10","India","1","terrible",1
"10","India","3","amazing",0
"11","India","2","good",1
"11","India","2","bad",0
"11","India","4","good",1
"11","India","2","amazing",0
"11","India","4","terrible",0
"11","India","5","terrible",0
"11","India","3","good",1
"11","India","2","okay",0
"11","India","5","amazing",1
"11","India","1","amazing",0
"11","India","3","bad",0
"11","India","2","terrible",1
"11","India","1","good",0
"11","India","4","amazing",1
"11","India","4","bad",0
"11","India","3","okay",1
"11","India","1","terrible",1
"11","India","1","bad",1
"11","India","5","good",1
"11","India","3","amazing",1
"11","India","3","terrible",0
"11","India","5","bad",0
"11","India","4","okay",1
"11","India","1","okay",0
"11","India","5","okay",1
"12","India","4","amazing",1
"12","India","2","amazing",0
"12","India","2","terrible",0
"12","India","1","okay",0
"12","India","3","terrible",0
"12","India","3","okay",1
"12","India","5","good",1
"12","India","2","okay",1
"12","India","1","amazing",0
"12","India","2","good",1
"12","India","3","amazing",0
"12","India","1","terrible",1
"12","India","3","good",1
"12","India","2","bad",1
"12","India","4","okay",1
"12","India","1","bad",0
"12","India","4","bad",0
"12","India","5","terrible",0
"12","India","5","bad",0
"12","India","3","bad",0
"12","India","5","okay",0
"12","India","1","good",0
"12","India","4","terrible",0
"12","India","4","good",1
"12","India","5","amazing",1
"14","India","5","bad",0
"14","India","5","amazing",1
"14","India","2","bad",1
"14","India","4","okay",1
"14","India","1","bad",1
"14","India","1","terrible",1
"14","India","1","okay",0
"14","India","4","amazing",1
"14","India","2","terrible",0
"14","India","4","terrible",0
"14","India","5","okay",1
"14","India","1","good",0
"14","India","2","okay",1
"14","India","4","good",1
"14","India","3","good",1
"14","India","2","good",0
"14","India","5","good",1
"14","India","2","amazing",0
"14","India","3","okay",1
"14","India","1","amazing",0
"14","India","3","amazing",0
"14","India","5","terrible",0
"14","India","3","terrible",0
"14","India","3","bad",0
"14","India","4","bad",0
"15","India","5","bad",0
"15","India","5","good",1
"15","India","4","good",1
"15","India","2","terrible",0
"15","India","2","good",0
"15","India","5","terrible",1
"15","India","2","bad",1
"15","India","3","good",1
"15","India","3","terrible",0
"15","India","3","amazing",0
"15","India","4","terrible",1
"15","India","1","amazing",0
